filepath,filename,scan_id,ftype,ext,size_mb,shape,ndim,dtype,vox_mm,min_val,max_val,mean_val,nonzero,n_dirs,error
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0020_T1.nii.gz,scan_0020_T1.nii.gz,0020,T1,nii.gz,28.983,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,9070.8369,499.1458,8181709.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0021_Lesion.nii.gz,scan_0021_Lesion.nii.gz,0021,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0,135.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0021_T1.nii.gz,scan_0021_T1.nii.gz,0021,T1,nii.gz,30.386,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,7356.6895,404.8901,8562783.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0024_Lesion.nii.gz,scan_0024_Lesion.nii.gz,0024,Lesion,nii.gz,0.035,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0004,2752.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0024_T1.nii.gz,scan_0024_T1.nii.gz,0024,T1,nii.gz,31.869,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1884.4091,63.0066,10719029.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0024_bval.txt,scan_0024_bval.txt,0024,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0024_bvec.txt,scan_0024_bvec.txt,0024,bvec,txt,0.003,"(3, 65)",2.0,float64,,-0.973,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0024_dMRI.nii.gz,scan_0024_dMRI.nii.gz,0024,dMRI,nii.gz,37.387,"(96, 96, 60, 65)",4.0,float32,"(2.208, 2.208, 2.42)",0.0,3569.0,52.5241,35424827.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0028_Lesion.nii.gz,scan_0028_Lesion.nii.gz,0028,Lesion,nii.gz,0.16,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0013,21454.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0028_T1.nii.gz,scan_0028_T1.nii.gz,0028,T1,nii.gz,10.535,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,981.0,49.4614,6102881.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0029_Lesion.nii.gz,scan_0029_Lesion.nii.gz,0029,Lesion,nii.gz,0.068,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0005,2898.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0029_T1.nii.gz,scan_0029_T1.nii.gz,0029,T1,nii.gz,20.216,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,831.1365,39.7162,6821108.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0029_bval.txt,scan_0029_bval.txt,0029,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0029_bvec.txt,scan_0029_bvec.txt,0029,bvec,txt,0.004,"(3, 65)",2.0,float64,,-0.9933,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0029_dMRI.nii.gz,scan_0029_dMRI.nii.gz,0029,dMRI,nii.gz,37.272,"(96, 96, 60, 65)",4.0,float32,"(2.208, 2.208, 2.42)",0.0,4095.0,45.0941,35419449.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0031_bval.txt,scan_0031_bval.txt,0031,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0031_bvec.txt,scan_0031_bvec.txt,0031,bvec,txt,0.003,"(65, 3)",2.0,float64,,-0.9641,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0031_dMRI.nii.gz,scan_0031_dMRI.nii.gz,0031,dMRI,nii.gz,81.232,"(128, 128, 75, 65)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,2378.0,52.8232,79216940.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0033_Lesion.nii.gz,scan_0033_Lesion.nii.gz,0033,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0033_T1.nii.gz,scan_0033_T1.nii.gz,0033,T1,nii.gz,5.677,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1405867.5,32891.2656,4017712.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0033_bval.txt,scan_0033_bval.txt,0033,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0033_bvec.txt,scan_0033_bvec.txt,0033,bvec,txt,0.001,"(3, 33)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0033_dMRI.nii.gz,scan_0033_dMRI.nii.gz,0033,dMRI,nii.gz,78.642,"(256, 256, 70, 33)",4.0,float32,"(0.828, 0.828, 2.2)",0.0,134885.9688,2009.7388,86798948.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0036_Lesion.nii.gz,scan_0036_Lesion.nii.gz,0036,Lesion,nii.gz,0.068,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0003,4226.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0036_T1.nii.gz,scan_0036_T1.nii.gz,0036,T1,nii.gz,39.651,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,717.4599,46.9035,10999900.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0036_bval.txt,scan_0036_bval.txt,0036,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0036_bvec.txt,scan_0036_bvec.txt,0036,bvec,txt,0.003,"(65, 3)",2.0,float64,,-0.9641,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0036_dMRI.nii.gz,scan_0036_dMRI.nii.gz,0036,dMRI,nii.gz,87.006,"(128, 128, 75, 65)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,2283.0,71.3394,79257570.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0038_Lesion.nii.gz,scan_0038_Lesion.nii.gz,0038,Lesion,nii.gz,0.034,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0003,4514.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0038_T1.nii.gz,scan_0038_T1.nii.gz,0038,T1,nii.gz,9.663,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1466.0,56.6407,5643348.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0040_Lesion.nii.gz,scan_0040_Lesion.nii.gz,0040,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0040_T1.nii.gz,scan_0040_T1.nii.gz,0040,T1,nii.gz,12.475,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1006.0,46.9857,11238827.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0041_Lesion.nii.gz,scan_0041_Lesion.nii.gz,0041,Lesion,nii.gz,0.047,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0075,121372.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0041_T1.nii.gz,scan_0041_T1.nii.gz,0041,T1,nii.gz,12.342,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,733.0,34.7879,11304301.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0042_Lesion.nii.gz,scan_0042_Lesion.nii.gz,0042,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0,417.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0042_T1.nii.gz,scan_0042_T1.nii.gz,0042,T1,nii.gz,39.639,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,673.7412,37.7746,10999351.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0042_bval.txt,scan_0042_bval.txt,0042,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0042_bvec.txt,scan_0042_bvec.txt,0042,bvec,txt,0.003,"(65, 3)",2.0,float64,,-0.9641,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0042_dMRI.nii.gz,scan_0042_dMRI.nii.gz,0042,dMRI,nii.gz,81.147,"(128, 128, 75, 65)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,1325.0,52.6428,79256294.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0044_Lesion.nii.gz,scan_0044_Lesion.nii.gz,0044,Lesion,nii.gz,0.147,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0001,867.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0044_T1.nii.gz,scan_0044_T1.nii.gz,0044,T1,nii.gz,39.685,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,450.6447,22.9229,10997015.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0044_bval.txt,scan_0044_bval.txt,0044,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0044_bvec.txt,scan_0044_bvec.txt,0044,bvec,txt,0.003,"(65, 3)",2.0,float64,,-0.9641,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0044_dMRI.nii.gz,scan_0044_dMRI.nii.gz,0044,dMRI,nii.gz,79.478,"(128, 128, 75, 65)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,3171.0,48.5109,79257590.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0045_Lesion.nii.gz,scan_0045_Lesion.nii.gz,0045,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0,20.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0045_T1.nii.gz,scan_0045_T1.nii.gz,0045,T1,nii.gz,5.025,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1845093.0,31500.3809,3653961.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0045_bval.txt,scan_0045_bval.txt,0045,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0045_bvec.txt,scan_0045_bvec.txt,0045,bvec,txt,0.001,"(3, 33)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0045_dMRI.nii.gz,scan_0045_dMRI.nii.gz,0045,dMRI,nii.gz,74.395,"(256, 256, 70, 33)",4.0,float32,"(0.828, 0.828, 2.2)",0.0,148275.1094,2511.5081,77660957.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0049_Lesion.nii.gz,scan_0049_Lesion.nii.gz,0049,Lesion,nii.gz,0.042,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0025,41887.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0049_T1.nii.gz,scan_0049_T1.nii.gz,0049,T1,nii.gz,39.622,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,932.5428,35.5238,10999297.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0049_bval.txt,scan_0049_bval.txt,0049,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0049_bvec.txt,scan_0049_bvec.txt,0049,bvec,txt,0.003,"(65, 3)",2.0,float64,,-0.9641,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0049_dMRI.nii.gz,scan_0049_dMRI.nii.gz,0049,dMRI,nii.gz,80.87,"(128, 128, 75, 65)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,2607.0,51.6645,79257387.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0050_Lesion.nii.gz,scan_0050_Lesion.nii.gz,0050,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0050_T1.nii.gz,scan_0050_T1.nii.gz,0050,T1,nii.gz,32.536,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,8810.4629,525.4598,9151093.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0052_Lesion.nii.gz,scan_0052_Lesion.nii.gz,0052,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0,195.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0052_T1.nii.gz,scan_0052_T1.nii.gz,0052,T1,nii.gz,29.517,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,9131.5723,449.7339,8312195.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0053_Lesion.nii.gz,scan_0053_Lesion.nii.gz,0053,Lesion,nii.gz,0.056,"(160, 194, 183)",3.0,float32,"(1.1, 1.0, 1.0)",0.0,1.0,0.0019,10953.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0053_T1.nii.gz,scan_0053_T1.nii.gz,0053,T1,nii.gz,6.497,"(160, 194, 183)",3.0,float32,"(1.1, 1.0, 1.0)",0.0,1048.0,126.5798,5626704.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0053_bval.txt,scan_0053_bval.txt,0053,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0053_bvec.txt,scan_0053_bvec.txt,0053,bvec,txt,0.004,"(3, 65)",2.0,float64,,-0.9665,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0053_dMRI.nii.gz,scan_0053_dMRI.nii.gz,0053,dMRI,nii.gz,38.203,"(96, 96, 60, 65)",4.0,float32,"(2.208, 2.208, 2.42)",0.0,4095.0,51.4229,35445814.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0056_Lesion.nii.gz,scan_0056_Lesion.nii.gz,0056,Lesion,nii.gz,0.082,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0041,62135.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0056_T1.nii.gz,scan_0056_T1.nii.gz,0056,T1,nii.gz,16.957,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,790.2274,33.2102,5647846.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0056_bval.txt,scan_0056_bval.txt,0056,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0056_bvec.txt,scan_0056_bvec.txt,0056,bvec,txt,0.004,"(3, 65)",2.0,float64,,-0.9741,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0056_dMRI.nii.gz,scan_0056_dMRI.nii.gz,0056,dMRI,nii.gz,36.745,"(96, 96, 60, 65)",4.0,float32,"(2.208, 2.208, 2.42)",0.0,3727.0,45.4896,35416756.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0057_Lesion.nii.gz,scan_0057_Lesion.nii.gz,0057,Lesion,nii.gz,0.046,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.004,41091.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0057_T1.nii.gz,scan_0057_T1.nii.gz,0057,T1,nii.gz,14.619,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,735.0,53.2464,11389595.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0058_Lesion.nii.gz,scan_0058_Lesion.nii.gz,0058,Lesion,nii.gz,0.035,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0003,4300.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0058_T1.nii.gz,scan_0058_T1.nii.gz,0058,T1,nii.gz,11.93,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,636.0,36.6134,11311478.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0059_Lesion.nii.gz,scan_0059_Lesion.nii.gz,0059,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0059_T1.nii.gz,scan_0059_T1.nii.gz,0059,T1,nii.gz,34.291,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,8372.2637,414.6674,9668283.0,,
