case_id,component_index,label,overlap_voxels,overlap_fraction,component_dice,component_voxels,bbox_d,bbox_h,bbox_w,bbox_volume,fill_ratio,centroid_d_norm,centroid_h_norm,centroid_w_norm,center_d_norm,center_h_norm,center_w_norm,mean_prob,max_prob,p75_prob,p90_prob,std_prob,sum_prob,mean_intensity,std_intensity,min_intensity,max_intensity,local_contrast,local_abs_contrast,edge_distance_mean,edge_distance_min,edge_distance_max
0007,1,1,1310,0.7430516165626773,0.5223285486443381,1763,20,26,13,6760,0.2607988165680473,0.33928352963420194,0.7040984062371404,0.5314314948895044,0.34509803921568627,0.7019607843137254,0.5294117647058824,0.8081653118133545,0.9999996423721313,0.9999803900718689,0.9999966621398926,0.2912743389606476,1424.79541015625,-0.6895284652709961,0.34626078605651855,-1.312558650970459,0.4265889823436737,-0.37571224570274353,0.37571224570274353,241.4235076904297,227.96929931640625,252.9446563720703
0007,2,1,178,0.6742424242424242,0.10122263292578902,264,15,9,8,1080,0.24444444444444444,0.36405228758169933,0.6285204991087344,0.4332442067736186,0.35294117647058826,0.6313725490196078,0.43529411764705883,0.818010687828064,0.9999984502792358,0.9999023675918579,0.9999865889549255,0.28472065925598145,215.95481872558594,-0.5053207278251648,0.3654586672782898,-1.116904616355896,0.5135464668273926,-0.40670693665742874,0.40670693665742874,216.13636779785156,213.26275634765625,219.1871337890625
0007,3,1,846,0.705,0.3799685605209971,1200,18,23,14,5796,0.2070393374741201,0.47539869281045755,0.7506274509803922,0.5170228758169935,0.4745098039215686,0.7568627450980392,0.5294117647058824,0.738930881023407,0.9999992251396179,0.9996073842048645,0.9999728798866272,0.3160821497440338,886.717041015625,-0.9055800437927246,0.32701611518859863,-1.334298014640808,0.3831104040145874,-0.28944218158721924,0.28944218158721924,262.6316833496094,250.0999755859375,272.57843017578125
0007,4,1,243,0.5412026726057907,0.1312803889789303,449,23,10,21,4830,0.09296066252587992,0.539412201406175,0.5996506397659287,0.6365692825014193,0.5215686274509804,0.592156862745098,0.6235294117647059,0.8175575733184814,1.0,0.9999779462814331,0.9999973773956299,0.28446921706199646,367.0833435058594,0.9583557844161987,0.5818604826927185,-0.5734208822250366,2.1005189418792725,-0.44238054752349854,0.44238054752349854,262.563720703125,250.71298217773438,277.7480773925781
0007,5,0,0,0.0,0.0,1,1,1,1,1,1.0,0.49411764705882355,0.6078431372549019,0.5803921568627451,0.49411764705882355,0.6078431372549019,0.5803921568627451,0.10421285778284073,0.10421285778284073,0.10421285778284073,0.10421285778284073,0.0,0.10421285778284073,1.252684235572815,0.0,1.252684235572815,1.252684235572815,-0.3695690631866455,0.3695690631866455,249.1144256591797,249.1144256591797,249.1144256591797
0007,6,0,0,0.0,0.0,7,2,4,2,16,0.4375,0.503641456582633,0.7159663865546219,0.49523809523809526,0.5058823529411764,0.7137254901960784,0.49411764705882355,0.1506093591451645,0.24260273575782776,0.16768878698349,0.1977391541004181,0.04627731069922447,1.0542654991149902,-0.635533332824707,0.32441478967666626,-1.1386439800262451,-0.07341589033603668,-0.18718814849853516,0.18718814849853516,256.9687805175781,256.001953125,258.1201171875
0007,7,0,0,0.0,0.0,1,1,1,1,1,1.0,0.5019607843137255,0.7254901960784313,0.5019607843137255,0.5019607843137255,0.7254901960784313,0.5019607843137255,0.1061326414346695,0.1061326414346695,0.1061326414346695,0.1061326414346695,0.0,0.1061326414346695,-0.5734208822250366,0.0,-0.5734208822250366,-0.5734208822250366,-0.1983715295791626,0.1983715295791626,259.3260498046875,259.3260498046875,259.3260498046875
0007,8,0,0,0.0,0.0,1,1,1,1,1,1.0,0.5058823529411764,0.7254901960784313,0.4980392156862745,0.5058823529411764,0.7254901960784313,0.4980392156862745,0.12685753405094147,0.12685753405094147,0.12685753405094147,0.12685753405094147,0.0,0.12685753405094147,-0.5951602458953857,0.0,-0.5951602458953857,-0.5951602458953857,-0.13405930995941162,0.13405930995941162,259.3337707519531,259.3337707519531,259.3337707519531
0007,9,0,0,0.0,0.0,4,2,3,1,6,0.6666666666666666,0.5078431372549019,0.7764705882352941,0.5176470588235295,0.5058823529411764,0.7764705882352941,0.5176470588235295,0.1300562471151352,0.1423984169960022,0.1403817981481552,0.14159177243709564,0.012010954320430756,0.5202249884605408,-1.0299471616744995,0.15294986963272095,-1.203861951828003,-0.8125537037849426,-0.14005160331726074,0.14005160331726074,271.4010009765625,270.43115234375,272.3710632324219
0007,10,0,0,0.0,0.0,17,3,3,3,27,0.6296296296296297,0.6186851211072664,0.635524798154556,0.7259515570934256,0.6196078431372549,0.6352941176470588,0.7254901960784313,0.22993935644626617,0.4630962908267975,0.26452234387397766,0.3104553818702698,0.08271238207817078,3.9089691638946533,-0.5670269131660461,0.34411439299583435,-1.0734257698059082,0.013541513122618198,-0.4895092397928238,0.4895092397928238,292.8115234375,291.10308837890625,294.5589904785156
0007,11,1,342,0.6993865030674846,0.1827899518973811,489,10,14,8,1120,0.43660714285714286,0.6533140863707446,0.6432816071213762,0.5171017282168492,0.6549019607843137,0.6588235294117647,0.5215686274509804,0.8012838363647461,0.9999934434890747,0.9997817277908325,0.9999532103538513,0.29510053992271423,391.8277893066406,-0.46685805916786194,0.625060498714447,-1.312558650970459,1.7309499979019165,-0.6868028789758682,0.6868028789758682,269.0615234375,263.56402587890625,274.7562561035156
0017,1,1,200,0.7017543859649122,0.7984031936127745,285,5,13,11,715,0.3986013986013986,0.5756602031394275,0.5626676117904188,0.6420602789023842,0.5789473684210527,0.5589225589225589,0.6346153846153846,0.8017179369926453,1.0,0.9999540448188782,0.9999977946281433,0.2974091172218323,228.48960876464844,1.5046857595443726,0.20372439920902252,0.667578935623169,1.9014804363250732,-0.3359668254852295,0.3359668254852295,308.7275085449219,303.55560302734375,314.3787536621094
0019,1,1,1302,0.6656441717791411,0.6632705043301069,1956,18,22,28,11088,0.1764069264069264,0.6885260034484141,0.6181362524559927,0.46432294799310314,0.6627450980392157,0.6352941176470588,0.43137254901960786,0.7678794264793396,1.0,0.9999917149543762,0.9999998211860657,0.30824217200279236,1501.97216796875,0.4479168653488159,0.3970276713371277,-0.6487472057342529,1.4163559675216675,-0.11661851406097412,0.11661851406097412,264.763427734375,255.2919921875,277.87945556640625
0019,2,0,0,0.0,0.0,2,1,1,2,2,1.0,0.6862745098039216,0.6352941176470588,0.4647058823529412,0.6862745098039216,0.6352941176470588,0.4666666666666667,0.13544514775276184,0.16716957092285156,0.1513073593378067,0.16082468628883362,0.03172441944479942,0.2708902955055237,0.457328736782074,0.08070957660675049,0.3766191601753235,0.5380383133888245,-0.08284485340118408,0.08284485340118408,266.9502868652344,266.72833251953125,267.1722412109375
0019,3,1,248,0.7272727272727273,0.21462570315880572,341,6,13,9,702,0.48575498575498577,0.7411419699844748,0.4790408832154563,0.47394629406014605,0.7333333333333333,0.4745098039215686,0.4666666666666667,0.8292170166969299,1.0,0.999993085861206,0.9999996423721313,0.2751961052417755,282.76300048828125,0.37173232436180115,0.4206915497779846,-0.3429332971572876,1.3418880701065063,-0.17608818411827087,0.17608818411827087,256.1939697265625,251.5770263671875,260.03076171875
0019,4,0,0,0.0,0.0,1,1,1,1,1,1.0,0.7450980392156863,0.4823529411764706,0.5058823529411764,0.7450980392156863,0.4823529411764706,0.5058823529411764,0.1263899803161621,0.1263899803161621,0.1263899803161621,0.1263899803161621,0.0,0.1263899803161621,0.3379364311695099,0.0,0.3379364311695099,0.3379364311695099,-0.17496171593666077,0.17496171593666077,261.2489318847656,261.2489318847656,261.2489318847656
0024,1,1,489,0.6007371007371007,0.2751054852320675,814,10,19,15,2850,0.2856140350877193,0.2960482525699917,0.48789714479369656,0.5734791524265208,0.2976588628762542,0.46551724137931033,0.575187969924812,0.8675153255462646,0.9999997615814209,0.9999873042106628,0.9999967217445374,0.2529335916042328,706.157470703125,0.11038409173488617,0.37305065989494324,-0.4647321105003357,1.1542973518371582,-0.38047052919864655,0.38047052919864655,36.531314849853516,30.232433319091797,42.83689880371094
0024,2,0,0,0.0,0.0,229,8,10,11,880,0.26022727272727275,0.31822231309605525,0.5618280379460925,0.5399415569491414,0.3177257525083612,0.5551724137931034,0.5413533834586466,0.5742886066436768,0.99997478723526,0.840222179889679,0.9957079887390137,0.30496013164520264,131.5120849609375,0.14041920006275177,0.27555328607559204,-0.31390368938446045,0.7547397613525391,-0.2727067321538925,0.2727067321538925,28.11730194091797,24.919872283935547,31.28897476196289
0024,3,0,0,0.0,0.0,6,2,2,2,8,0.75,0.3232998885172798,0.4672413793103448,0.48245614035087725,0.32441471571906355,0.4689655172413793,0.48120300751879697,0.16868044435977936,0.2015051692724228,0.17786435782909393,0.19154658913612366,0.01847003400325775,1.0120826959609985,-0.05079050362110138,0.0925820916891098,-0.14863623678684235,0.11861459165811539,-0.1556980162858963,0.1556980162858963,26.5560245513916,25.690465927124023,27.331300735473633
0024,4,1,36,0.5,0.025595449697831497,72,7,7,7,343,0.2099125364431487,0.530982905982906,0.5330938697318008,0.5935150375939849,0.5284280936454849,0.5310344827586206,0.5939849624060151,0.757134199142456,0.999998927116394,0.9994897842407227,0.9999833106994629,0.3023113012313843,54.51366424560547,1.5439575910568237,0.2274388074874878,1.014216423034668,2.003098726272583,-0.34074974060058594,0.34074974060058594,85.62905883789062,81.91458892822266,89.9166259765625
0024,5,1,1240,0.5077805077805078,0.4784873625313525,2442,19,33,42,26334,0.09273182957393483,0.5768313159617507,0.6073328814708125,0.6894462815515446,0.5785953177257525,0.596551724137931,0.6541353383458647,0.7196903228759766,1.0,0.9996299147605896,0.9999909400939941,0.32197442650794983,1757.4837646484375,0.7685783505439758,0.441229909658432,-0.5373890399932861,1.70235013961792,-0.3074116110801697,0.3074116110801697,112.69966888427734,96.97937774658203,133.1990966796875
0024,6,0,0,0.0,0.0,1,1,1,1,1,1.0,0.5484949832775919,0.5862068965517241,0.6954887218045113,0.5484949832775919,0.5862068965517241,0.6954887218045113,0.10301773250102997,0.10301773250102997,0.10301773250102997,0.10301773250102997,0.0,0.10301773250102997,0.8265961408615112,0.0,0.8265961408615112,0.8265961408615112,-0.038703322410583496,0.038703322410583496,105.56988525390625,105.56988525390625,105.56988525390625
0024,7,1,1,1.0,0.0007293946024799417,1,1,1,1,1,1.0,0.5518394648829431,0.5724137931034483,0.7142857142857143,0.5518394648829431,0.5724137931034483,0.7142857142857143,0.10315258800983429,0.10315258800983429,0.10315258800983429,0.10315258800983429,0.0,0.10315258800983429,1.1875412464141846,0.0,1.1875412464141846,1.1875412464141846,-0.2893296480178833,0.2893296480178833,109.03668975830078,109.03668975830078,109.03668975830078
0024,8,1,2,1.0,0.0014582573824279985,2,1,2,1,2,1.0,0.5551839464882943,0.5775862068965517,0.7142857142857143,0.5551839464882943,0.5758620689655173,0.7142857142857143,0.20287230610847473,0.2688949406147003,0.23588362336158752,0.25569039583206177,0.06602263450622559,0.40574461221694946,1.2692537307739258,0.06363052129745483,1.2056231498718262,1.3328841924667358,-0.25202763080596924,0.25202763080596924,109.94770812988281,109.8954086303711,110.0
0024,9,1,2,0.5,0.0014571948998178506,4,2,2,2,8,0.5,0.5576923076923077,0.6077586206896551,0.7086466165413534,0.5585284280936454,0.6103448275862069,0.7105263157894737,0.22127431631088257,0.3192096948623657,0.30327704548835754,0.312836617231369,0.08787637948989868,0.8850972652435303,1.1798804998397827,0.056638769805431366,1.099859356880188,1.2486547231674194,-0.15908002853393555,0.15908002853393555,110.83827209472656,109.90904998779297,111.47645568847656
0024,10,1,2,1.0,0.0014582573824279985,2,1,2,1,2,1.0,0.5585284280936454,0.5810344827586207,0.7180451127819549,0.5585284280936454,0.5827586206896552,0.7180451127819549,0.2997836470603943,0.4060119390487671,0.3528977930545807,0.38476628065109253,0.10622827708721161,0.5995672941207886,1.279279351234436,0.04156935214996338,1.2377099990844727,1.3208487033843994,-0.20130550861358643,0.20130550861358643,111.45625305175781,111.40017700195312,111.5123291015625
0024,11,0,0,0.0,0.0,3,2,1,2,4,0.75,0.5875139353400223,0.6793103448275862,0.7493734335839599,0.5886287625418061,0.6793103448275862,0.7481203007518797,0.16258801519870758,0.1864895075559616,0.17119449377059937,0.18037149310112,0.017438484355807304,0.48776406049728394,-0.029815321788191795,0.00861697643995285,-0.04189947992563248,-0.022410064935684204,-0.1860534604638815,0.1860534604638815,129.4154815673828,128.7283935546875,130.06536865234375
0024,12,1,8,0.6153846153846154,0.005809731299927378,13,3,3,3,27,0.48148148148148145,0.6454849498327759,0.44801061007957566,0.5228455754771544,0.6454849498327759,0.4482758620689655,0.518796992481203,0.2760365307331085,0.6349860429763794,0.27364587783813477,0.5489580631256104,0.15728725492954254,3.588474988937378,0.6828494668006897,0.3735714852809906,0.18951427936553955,1.248068928718567,-0.47722548246383667,0.47722548246383667,115.61058044433594,114.45523071289062,116.76471710205078
0024,13,0,0,0.0,0.0,26,4,5,3,60,0.43333333333333335,0.6577051710830976,0.42387267904509285,0.5235685367264314,0.6588628762541806,0.4241379310344828,0.5225563909774437,0.4388812184333801,0.7477266788482666,0.5973107814788818,0.7172349095344543,0.2169933170080185,11.410911560058594,0.627300500869751,0.23496806621551514,0.06552284955978394,0.9527624845504761,-0.40767621994018555,0.40767621994018555,120.88257598876953,119.24344635009766,122.36421203613281
0024,14,0,0,0.0,0.0,14,4,2,4,32,0.4375,0.6569517439082656,0.6332512315270936,0.5655209452201932,0.6555183946488294,0.6344827586206897,0.5676691729323309,0.21579718589782715,0.4966669976711273,0.25185149908065796,0.33915194869041443,0.10628551244735718,3.02116060256958,0.34009647369384766,0.08072745054960251,0.2319156676530838,0.5132573843002319,-0.1602485179901123,0.1602485179901123,121.59307098388672,119.9749984741211,123.04470825195312
0024,15,1,244,0.44525547445255476,0.1483733657646701,548,9,16,11,1584,0.34595959595959597,0.6782645314063911,0.5696576894034735,0.5096591844574941,0.6722408026755853,0.5655172413793104,0.5037593984962406,0.5869402289390564,0.9999751448631287,0.9279274940490723,0.9982097148895264,0.31980404257774353,321.64324951171875,0.03687746822834015,0.366094172000885,-0.5768606662750244,1.1226515769958496,-0.20427659153938293,0.20427659153938293,122.22352600097656,117.8218994140625,126.78327941894531
0028,1,1,17920,0.7639184926251172,0.7980049875311721,23458,35,67,38,89110,0.26324767141734934,0.2923312213959328,0.5001864413358356,0.48798875906204786,0.2702702702702703,0.4163424124513619,0.5348837209302325,0.8567402958869934,0.999998927116394,0.9999268651008606,0.9999790787696838,0.26114293932914734,20097.4140625,-0.328963965177536,0.2870669960975647,-0.8893095850944519,0.7897617220878601,-0.3306182341184467,0.3306182341184467,116.58809661865234,82.10968017578125,142.2462615966797
0028,2,1,883,0.6487876561351947,0.07740521586675433,1361,17,22,19,7106,0.19152828595553054,0.30603774762481595,0.6008170920329239,0.6785309479463915,0.3088803088803089,0.6186770428015564,0.6627906976744186,0.6791024208068848,0.9999899864196777,0.998457670211792,0.9998433589935303,0.3369643986225128,924.2583618164062,-0.38605231046676636,0.28598448634147644,-0.912295401096344,0.37868261337280273,-0.3057343363761902,0.3057343363761902,142.8257293701172,131.7611541748047,151.29110717773438
0028,3,1,520,0.8125,0.04707160315017652,640,14,11,12,1848,0.3463203463203463,0.32677364864864866,0.6271522373540855,0.5621063468992248,0.3166023166023166,0.6264591439688716,0.5697674418604651,0.7992702126502991,0.9999926686286926,0.9997919201850891,0.999955952167511,0.2991815209388733,511.5329284667969,-0.43807452917099,0.2932351231575012,-0.8863359689712524,0.3309265971183777,-0.4522502860054374,0.4522502860054374,144.1103973388672,139.4596710205078,148.97314453125
0028,4,0,0,0.0,0.0,10,2,3,3,18,0.5555555555555556,0.33320463320463317,0.5560311284046693,0.45697674418604656,0.33204633204633205,0.556420233463035,0.4573643410852713,0.23654405772686005,0.4961080551147461,0.24448195099830627,0.43571630120277405,0.12380485981702805,2.365440607070923,-0.10492672771215439,0.0817049965262413,-0.2553970515727997,0.06521744281053543,-0.17887653410434723,0.17887653410434723,127.87309265136719,126.84242248535156,129.1549530029297
0028,5,0,0,0.0,0.0,2,2,1,1,2,1.0,0.34555984555984554,0.5875486381322957,0.46511627906976744,0.3436293436293436,0.5875486381322957,0.46511627906976744,0.15550705790519714,0.17909137904644012,0.16729922592639923,0.174374520778656,0.023584313690662384,0.3110141158103943,-0.21905672550201416,0.026802383363246918,-0.24585910141468048,-0.19225433468818665,-0.18393893539905548,0.18393893539905548,134.73861694335938,134.65139770507812,134.82582092285156
0028,6,0,0,0.0,0.0,40,6,4,4,96,0.4166666666666667,0.35685328185328186,0.5162451361867705,0.6420542635658915,0.3474903474903475,0.5175097276264592,0.6434108527131783,0.1596093475818634,0.23586708307266235,0.1893758475780487,0.20894721150398254,0.036808691918849945,6.384373664855957,0.48266467452049255,0.06284255534410477,0.3678518235683441,0.6168560981750488,-0.1891007125377655,0.1891007125377655,117.1714096069336,114.93911743164062,118.97898864746094
0028,7,1,52,0.6842105263157895,0.004830469112865768,76,4,6,7,168,0.4523809523809524,0.39239991871570823,0.730954331353676,0.7134332925336597,0.3938223938223938,0.7315175097276264,0.7131782945736435,0.6551513075828552,0.9965530633926392,0.9298502206802368,0.9877970814704895,0.29833853244781494,49.791500091552734,-0.5514658093452454,0.18759764730930328,-0.8851717114448547,-0.17967678606510162,-0.251338928937912,0.251338928937912,173.67420959472656,171.11984252929688,175.94601440429688
0028,8,0,0,0.0,0.0,51,8,6,3,144,0.3541666666666667,0.49943220531455823,0.6073090714885176,0.6367229062167503,0.4980694980694981,0.6108949416342413,0.6356589147286822,0.502068817615509,0.9934004545211792,0.6958330869674683,0.8681913018226624,0.2553446888923645,25.60550880432129,0.6212604641914368,0.20406939089298248,0.03714149072766304,0.9881260991096497,-0.1459217667579651,0.1459217667579651,139.0341796875,136.57965087890625,142.16539001464844
0028,9,0,0,0.0,0.0,81,5,8,6,240,0.3375,0.56337289670623,0.6447614930105202,0.5507704086515456,0.5637065637065637,0.6459143968871596,0.5503875968992248,0.41578108072280884,0.8670496344566345,0.5693615078926086,0.7585397958755493,0.2266605645418167,33.67826843261719,-0.3092587888240814,0.23508770763874054,-0.7768154144287109,0.18755842745304108,-0.24806316941976547,0.24806316941976547,149.3887939453125,145.3478546142578,152.62371826171875
0028,10,0,0,0.0,0.0,1,1,1,1,1,1.0,0.5598455598455598,0.6809338521400778,0.562015503875969,0.5598455598455598,0.6809338521400778,0.562015503875969,0.11450504511594772,0.11450504511594772,0.11450504511594772,0.11450504511594772,0.0,0.11450504511594772,-0.20032376050949097,0.0,-0.20032376050949097,-0.20032376050949097,0.00830775499343872,0.00830775499343872,158.3192901611328,158.3192901611328,158.3192901611328
0028,11,0,0,0.0,0.0,1,1,1,1,1,1.0,0.5598455598455598,0.6848249027237354,0.5658914728682171,0.5598455598455598,0.6848249027237354,0.5658914728682171,0.10441732406616211,0.10441732406616211,0.10441732406616211,0.10441732406616211,0.0,0.10441732406616211,-0.34498921036720276,0.0,-0.34498921036720276,-0.34498921036720276,-0.13481645286083221,0.13481645286083221,159.3267059326172,159.3267059326172,159.3267059326172
0028,12,0,0,0.0,0.0,2,1,2,1,2,1.0,0.5637065637065637,0.6789883268482491,0.5658914728682171,0.5637065637065637,0.6770428015564203,0.5658914728682171,0.1165207177400589,0.12015710771083832,0.11833891272544861,0.1194298267364502,0.0036363936960697174,0.2330414354801178,-0.20961177349090576,0.014006592333316803,-0.22361835837364197,-0.19560517370700836,-0.16542509570717812,0.16542509570717812,158.06410217285156,157.57537841796875,158.55282592773438
0028,13,0,0,0.0,0.0,1,1,1,1,1,1.0,0.667953667953668,0.6186770428015564,0.4728682170542636,0.667953667953668,0.6186770428015564,0.4728682170542636,0.12004879117012024,0.12004879117012024,0.12004879117012024,0.12004879117012024,0.0,0.12004879117012024,-0.44890961050987244,0.0,-0.44890961050987244,-0.44890961050987244,-0.1914387345314026,0.1914387345314026,152.5843963623047,152.5843963623047,152.5843963623047
0028,14,0,0,0.0,0.0,1,1,1,1,1,1.0,0.6718146718146718,0.6147859922178989,0.4728682170542636,0.6718146718146718,0.6147859922178989,0.4728682170542636,0.10719090700149536,0.10719090700149536,0.10719090700149536,0.10719090700149536,0.0,0.10719090700149536,-0.6017662286758423,0.0,-0.6017662286758423,-0.6017662286758423,-0.3169688880443573,0.3169688880443573,152.07235717773438,152.07235717773438,152.07235717773438
0033,1,0,0,0.0,0.0,5,2,2,2,8,0.625,0.486046511627907,0.5713178294573643,0.5584313725490196,0.4844961240310077,0.5697674418604651,0.5607843137254902,0.312130331993103,0.5373308062553406,0.4414980411529541,0.49899768829345703,0.1562562733888626,1.5606516599655151,0.709276556968689,0.017288003116846085,0.6886310577392578,0.7319521903991699,-0.15099823474884033,0.15099823474884033,240.79452514648438,240.10206604003906,241.30685424804688
0033,2,0,0,0.0,0.0,4,2,3,1,6,0.6666666666666666,0.499031007751938,0.5,0.5647058823529412,0.5,0.5,0.5647058823529412,0.1452694535255432,0.21697145700454712,0.1567184031009674,0.19287021458148956,0.043395139276981354,0.5810778141021729,0.6489205956459045,0.03491882607340813,0.5922104716300964,0.6857841610908508,-0.1663709282875061,0.1663709282875061,232.83584594726562,232.417724609375,233.52943420410156
0038,1,1,3958,0.7589645254074784,0.8136499126323363,5215,33,27,22,19602,0.2660442811957964,0.28597672626097415,0.30987235162521387,0.546016205139774,0.2901960784313726,0.27450980392156865,0.5411764705882353,0.8683205842971802,0.9999995827674866,0.9999804496765137,0.9999938607215881,0.2512151300907135,4528.2919921875,-0.231790691614151,0.4257383644580841,-0.8030889630317688,1.0296180248260498,-0.5406869351863861,0.5406869351863861,176.5339813232422,164.70883178710938,191.953125
0038,2,0,0,0.0,0.0,24,5,4,3,60,0.4,0.2383986928104575,0.37173202614379086,0.5137254901960784,0.23921568627450981,0.37254901960784315,0.5137254901960784,0.20865364372730255,0.3655012547969818,0.2695702314376831,0.30446815490722656,0.07224774360656738,5.007687568664551,-0.40952733159065247,0.20086751878261566,-0.6842947006225586,-0.07745002210140228,-0.36523032560944557,0.36523032560944557,173.1087188720703,171.98837280273438,174.24407958984375
0038,3,0,0,0.0,0.0,49,4,6,4,96,0.5104166666666666,0.25890356142456983,0.4759503801520608,0.44945978391356545,0.2627450980392157,0.4745098039215686,0.45098039215686275,0.30595266819000244,0.544567346572876,0.40417516231536865,0.4856318235397339,0.12599536776542664,14.991681098937988,-0.35283786058425903,0.21076875925064087,-0.7279506921768188,0.09143654257059097,-0.28714920580387115,0.28714920580387115,179.88848876953125,176.8784942626953,182.5404052734375
0038,4,0,0,0.0,0.0,3,1,2,2,4,0.75,0.28627450980392155,0.5581699346405229,0.5673202614379085,0.28627450980392155,0.5607843137254902,0.5686274509803921,0.1183110699057579,0.13511189818382263,0.12464410811662674,0.1309247761964798,0.01238001137971878,0.3549332022666931,-0.269330769777298,0.08317998796701431,-0.3402249813079834,-0.15258868038654327,-0.3962631821632385,0.3962631821632385,216.01707458496094,215.3508758544922,216.6794891357422
